,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),F1 Score for class 7 (percent),F1 Score for class 8 (percent),F1 Score for class 9 (percent),F1 Score for class 10 (percent),F1 Score for class 11 (percent),F1 Score for class 12 (percent),F1 Score for class 13 (percent),F1 Score for class 14 (percent),F1 Score for class 15 (percent),F1 Score for class 16 (percent),F1 Score for class 17 (percent),F1 Score for class 18 (percent),F1 Score for class 19 (percent),F1 Score for class 20 (percent),F1 Score for class 21 (percent),F1 Score for class 22 (percent),F1 Score for class 23 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Precision for class 7 (percent),Precision for class 8 (percent),Precision for class 9 (percent),Precision for class 10 (percent),Precision for class 11 (percent),Precision for class 12 (percent),Precision for class 13 (percent),Precision for class 14 (percent),Precision for class 15 (percent),Precision for class 16 (percent),Precision for class 17 (percent),Precision for class 18 (percent),Precision for class 19 (percent),Precision for class 20 (percent),Precision for class 21 (percent),Precision for class 22 (percent),Precision for class 23 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),Recall for class 7 (percent),Recall for class 8 (percent),Recall for class 9 (percent),Recall for class 10 (percent),Recall for class 11 (percent),Recall for class 12 (percent),Recall for class 13 (percent),Recall for class 14 (percent),Recall for class 15 (percent),Recall for class 16 (percent),Recall for class 17 (percent),Recall for class 18 (percent),Recall for class 19 (percent),Recall for class 20 (percent),Recall for class 21 (percent),Recall for class 22 (percent),Recall for class 23 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent),FalseAlarmRate for class7 (percent),FalseAlarmRate for class8 (percent),FalseAlarmRate for class9 (percent),FalseAlarmRate for class10 (percent),FalseAlarmRate for class11 (percent),FalseAlarmRate for class12 (percent),FalseAlarmRate for class13 (percent),FalseAlarmRate for class14 (percent),FalseAlarmRate for class15 (percent),FalseAlarmRate for class16 (percent),FalseAlarmRate for class17 (percent),FalseAlarmRate for class18 (percent),FalseAlarmRate for class19 (percent),FalseAlarmRate for class20 (percent),FalseAlarmRate for class21 (percent),FalseAlarmRate for class22 (percent),FalseAlarmRate for class23 (percent)
42,AL-SelSampling-ARF-b0.25-,0.262516707,69.26357465,10.0235795,13.18618298,12.93206328,13.45140445,3.762985402,13.45128308,9.688347726,27.50888138,20.75327968,13.02783228,8.454188324,26.64711199,15.14663659,10.06795013,7.985376996,8.912660279,11.68543867,10.07945669,5.948633162,11.07086328,7.590946784,5.337224404,3.099844223,9.820491333,8.513549352,8.496134506,6.283128569,13.71647807,11.18711706,16.22365868,16.03261533,18.87131321,18.03762543,15.73786975,16.16125724,18.27145227,14.01631959,13.97127341,14.12875671,7.677901736,11.90304383,13.51199941,11.93756779,9.053412884,8.30330956,7.923226299,7.226368835,8.262931229,8.980550179,12.00326513,12.9530495,10.74915628,10.72398252,16.93817084,23.02571497,50.76182839,24.55493184,11.18684844,5.749799519,49.31836407,16.55172414,7.892628205,5.589414595,10.6415397,11.52487961,8.059342422,3.985565357,14.27425822,7.016840417,4.04170008,1.980753809,12.11708099,8.115477145,6.583801123,4.161988773,18.99759423,11.73215718,15.65356856,12.34161989,9.488860221,4.843973362,2.617063561,1.289703985,9.592413096,4.409190753,2.116108787,1.479376591,5.573724766,3.692211143,2.24259963,1.272619504,6.229559639,3.367734737,2.037585858,1.106655974,5.851957742,3.581116419,2.107318434,1.198354311,6.869007357,4.222307451,3.336355078,1.78585126
43,AL-FixedUncertainty-MOOB-b0.25-,0.262530072,72.30457539,0,,,11.86446912,3.831979348,11.86447474,8.032495391,25.78543779,7.601270972,2.317205643,1.4576526,26.30453848,,,,1.158837695,,,,14.46712737,,,,,,2.372943697,,10.52338928,0.706959349,8.504375393,9.506385794,15.26539196,20.16453823,25.66921777,33.74789858,15.26712943,,14.24675325,0,8.443438504,0.434204696,,,8.299910544,,,,0.161616162,,23.89782669,11.54361919,6.507670881,5.870418277,24.96492805,20.28454453,82.9510826,4.691259022,1.218925421,0.745789896,94.9478749,0,0.184294872,0,0.625501203,0.016051364,0,0.008019246,56.39133921,0,0,0,0.024057739,0.040096231,1.339214114,2.173215718,27.60224539,0.376904571,5.132317562,6.279069767,20.01952512,0.806108574,0.16108225,0.064851295,22.91168369,0,0.051603905,0.017084481,0.299850075,0.059270623,0.015341167,0.016387155,27.11620934,0.002789303,0.000348663,0.00244064,0.287995537,0.004183955,0.232209477,0.623409226,17.25149053,0.255569889,0.675011332,1.093058122
44,AL-VarUncertainty-MOOB-b0.25-,0.262523389,71.98041711,0,,,13.09707925,3.778387868,13.09709971,9.318693182,30.16824319,27.86058229,20.18863385,2.869518596,27.1994456,,4.937367801,2.28170804,,4.820502619,,,14.85667155,,,,2.081736211,,3.094521433,2.793738862,10.56701385,1.690337544,9.365611821,8.033911231,19.41356016,20.71894451,16.50552216,29.96186716,18.23072471,,10.24985576,10.72131652,3.098039216,13.84409937,,1.111111111,8.581662549,,,,5.907628877,,19.98563749,11.76787562,6.452198885,4.612702571,24.94775106,22.05815227,67.65838011,42.87089014,29.24619086,1.716118685,54.0096231,9.350441059,3.669871795,1.315156375,0.040096231,3.057784912,0,0.008019246,55.32477947,0,0.136327185,0.040096231,1.363271852,0.040096231,1.764234162,1.603849238,29.23015237,1.042502005,5.829991981,5.012028869,12.21296329,7.158746208,6.443987309,0.295317458,10.56204456,2.76838325,1.387726639,0.527526934,0.054740072,0.769123492,0.015341167,0.016735818,25.64310868,0.002789303,0.137024511,0.06659461,0.961612217,0.005578606,0.282765594,0.505909836,18.43589833,0.891530979,0.776472229,0.759387748
45,AL-RandVarUncertainty-MOOB-b0.25-,0.262520048,73.98483847,0,,,13.30568494,3.76932115,13.30560011,9.53629384,28.56662176,27.67442729,7.419788139,2.041886622,28.16460706,,2.805146223,,,6.394535198,,,14.94254057,,,,,,1.379406337,3.443989835,9.830574558,3.836012173,16.1599032,10.06591934,18.28026615,18.66091075,17.80649001,30.48521537,17.1848555,7.860440538,10.30767742,17.46859986,1.546474359,14.65224195,,,8.746428649,,,,,,14.9709298,13.19292782,6.2740872,6.659820644,16.86506341,21.02499273,65.3648757,53.68885325,5.244587009,1.07457899,78.32397755,3.063352045,1.71474359,0.745789896,0.088211708,4.253611557,0.1042502,0.008019246,51.8925421,0,0.016038492,0.072173216,0.328789094,0.040096231,0.753809142,2.004811548,23.73696872,2.774659182,17.28949479,6.752205293,12.70736725,10.19176458,1.110839929,0.123775322,16.42655416,0.925351278,0.64679219,0.146438409,0.091001011,1.049090022,0.031379659,0.017084481,23.62818591,0.002789303,0.017433144,0.066943273,0.314493916,0.012900526,0.185837314,0.551933336,15.51445208,1.702869495,3.878874516,1.119556501
46,AL-SelSampling-MOOB-b0.25-,0.262513365,74.08360406,0,,,13.55195523,3.758614251,13.55185779,9.793259753,28.74077905,27.24412137,7.125970533,2.427601199,27.98069408,,2.822748928,,,6.845859562,,,15.08326183,,,,,,1.532208183,4.244628749,9.565981791,5.610230428,17.41332667,11.42797412,18.18816015,18.8995649,18.53247676,26.88093831,16.89684584,6.427322144,10.30950789,18.04772502,3.567340067,15.01425456,,,8.846256312,,,,,,14.00059776,15.1591141,6.491717642,7.393024078,15.71577408,20.64477288,68.50842021,48.93344026,4.707297514,1.275060144,81.41940658,0.986367281,1.71474359,1.403368083,0.080192462,4.63081862,0.33680834,0.008019246,51.41138733,0.112269447,0,0.008019246,0.208500401,0.040096231,0.84202085,2.502004812,19.60705694,5.846030473,22.45388933,8.211708099,13.4019037,9.137756703,0.955336285,0.155503644,17.41780273,0.40096231,0.674337517,0.246853318,0.062061992,1.10626874,0.07391653,0.016387155,23.09368572,0.02301175,0.008367909,0.019176458,0.194902549,0.00488128,0.229071511,0.576339737,12.45179736,3.149123113,5.408109899,1.399184129
47,AL-FixedUncertainty-MUOB-b0.25-,0.262530072,71.00843536,6.558996534,,,11.81269586,3.834221083,11.81301791,7.978693539,14.62688808,,,,19.9674629,7.965017043,,,,,,,,,,,,,4.295765073,,,13.11023435,,,12.16125688,,5.892188785,,14.95216819,9.621868041,11.40988156,,,,,,7.619469799,,,,,,28.33609173,,,9.704035333,,,22.28548516,8.283881315,5.966319166,29.88773055,48.98155573,14.67522053,15.36858974,9.406575782,0.360866079,5.730337079,1.820368885,5.38893344,4.651162791,1.868484362,1.668003208,5.028067362,2.622293504,0.954290297,3.87329591,6.487570168,6.39935846,26.03849238,23.52846832,32.22935044,6.82089188,3.278825703,2.840556466,7.659426101,12.2757226,5.286426554,4.652022315,4.976116593,0.356333461,1.57485531,0.40340295,1.754820264,2.21226596,1.204978906,1.375475053,2.39635996,1.827342143,0.86259196,1.067605732,1.491579791,2.677382239,10.86747324,6.722220285,7.436630522
48,AL-VarUncertainty-MUOB-b0.25-,0.262530072,71.00843536,6.558996534,,,11.81269586,3.834221083,11.81301791,7.978693539,14.62688808,,,,19.9674629,7.965017043,,,,,,,,,,,,,4.295765073,,,13.11023435,,,12.16125688,,5.892188785,,14.95216819,9.621868041,11.40988156,,,,,,7.619469799,,,,,,28.33609173,,,9.704035333,,,22.28548516,8.283881315,5.966319166,29.88773055,48.98155573,14.67522053,15.36858974,9.406575782,0.360866079,5.730337079,1.820368885,5.38893344,4.651162791,1.868484362,1.668003208,5.028067362,2.622293504,0.954290297,3.87329591,6.487570168,6.39935846,26.03849238,23.52846832,32.22935044,6.82089188,3.278825703,2.840556466,7.659426101,12.2757226,5.286426554,4.652022315,4.976116593,0.356333461,1.57485531,0.40340295,1.754820264,2.21226596,1.204978906,1.375475053,2.39635996,1.827342143,0.86259196,1.067605732,1.491579791,2.677382239,10.86747324,6.722220285,7.436630522
49,AL-RandVarUncertainty-MUOB-b0.25-,0.262530072,70.99289891,6.594940697,,,11.78796932,3.835296139,11.7882919,7.952892152,14.60371382,,,,19.47356647,7.924356085,,,,,,,,,,,,,4.274054675,,,13.0723012,,,12.13986548,,5.852432452,,14.90533895,9.567506797,11.38922384,,,,,,8.204131028,,,,9.428770894,,28.27775441,,,9.579220727,,,22.27746592,8.275862069,5.749799519,32.19727346,46.84843625,14.61908581,15.38461538,9.591018444,0.360866079,5.730337079,1.844426624,5.685645549,4.170008019,2.662389735,1.676022454,4.170008019,2.534081796,1.01042502,3.865276664,6.487570168,6.303127506,25.71772253,23.5765838,32.17321572,6.840068338,3.27359576,2.807782155,8.072591611,11.85488651,5.274920679,4.661087866,5.031205328,0.35737945,1.575552611,0.406889578,1.89846937,2.041072487,1.720999965,1.350371326,2.050486385,1.766326139,0.884209058,1.080506258,1.498901712,2.630661413,10.79355671,6.745929361,7.429657264
50,AL-SelSampling-MUOB-b0.25-,0.262530072,71.05316827,6.717529023,,,11.84709248,3.832724933,11.84743384,8.014600929,14.76548562,,,,19.99982433,7.509309061,12.31058285,5.428751091,,,,,,,,,,,,,,13.46000113,,,12.41205995,,,14.08181815,14.97417021,9.32777217,12.9203971,10.26258359,,,,,7.895988079,,,,,,,,,9.730913373,9.972452737,,21.82036889,8.203688853,6.952686447,30.68163593,47.7947073,14.18604651,15.2724359,9.406575782,0.705693665,5.056179775,2.117080994,5.854049719,3.93744988,1.940657578,1.291098637,5.140336808,2.614274258,1.01042502,3.985565357,5.693664796,6.744186047,28.30793905,22.67040898,32.94306335,6.55555943,3.32450054,3.311948677,8.003207698,11.84721593,5.083156096,4.679218968,4.971583975,0.595864858,1.468168189,0.459886336,1.951466127,1.554687772,1.310275095,1.046337296,2.455632649,1.823506851,0.884906384,1.070046372,1.34235208,2.269098009,11.80188975,6.407377706,7.767511593
51,OALDI-b0.25-,0.386297113,76.36812918,14.5996498,18.73178255,17.89157151,19.65551575,3.493225274,19.65584068,16.16258602,33.98660656,33.86850889,23.95506166,25.00205965,25.91945729,18.36002631,22.42624901,14.01970353,9.330362832,13.90261548,16.8863542,13.79363358,9.851138663,7.473648297,7.511456968,6.111372231,5.892379224,6.952048004,11.44078978,14.52675106,16.45513272,16.11383412,28.49258805,33.2782303,24.76175016,27.2707748,20.03227465,21.82313914,23.20216636,18.76053699,23.43053972,21.99703955,13.98498749,17.59791346,19.32579856,16.28479697,12.75081602,11.50896569,12.38133885,12.12828114,12.47490929,12.74618541,16.02381116,17.1017104,14.40773811,12.74220696,21.4663301,25.19370537,54.25020048,44.7393745,29.92782678,29.39855654,29.39855654,18.05934242,21.58653846,10.33680834,7.07297514,11.86195827,15.66158781,12.19727346,8.163592622,5.661587811,5.469125902,4.258219727,3.993584603,4.88372093,9.077786688,12.82277466,19.23817161,22.14915798,42.43785084,49.08580593,7.173041386,5.198214846,5.194379554,4.59049545,4.239043269,3.395627768,3.072524407,1.585370106,1.907883268,2.414406248,2.878909383,2.707367247,2.440640145,1.868484362,1.673581814,1.327010913,1.224155364,1.484606534,2.053973013,2.695512709,4.970537987,6.638541195,6.752553956,6.350545657
52,OALE-b0.25-,0.440029404,76.38573393,8.649776913,16.66064054,16.02052561,17.37006251,3.592607847,17.37002138,13.77741354,31.92549128,28.36424258,19.64714367,24.47318633,22.31936947,8.140117962,8.696093977,7.953727039,2.37415533,9.799578906,16.06690439,13.12127797,10.7290759,6.152029889,2.704977207,,,,3.894137892,10.66643499,14.68701136,14.31680288,26.90677175,31.380877,22.11449204,20.36636208,17.13767443,18.68211338,20.12277621,14.92702178,13.26777901,20.52922749,17.63801486,14.80444959,17.31363682,13.80387769,11.6053683,10.73626514,12.75075891,9.509897271,8.974434705,13.18107979,20.8958166,21.2278236,13.34332285,10.27235199,18.77618133,22.51188865,57.50601443,46.75220529,23.51242983,36.11868484,25.91820369,5.661587811,6.730769231,5.11627907,1.323175621,7.961476726,16.53568565,13.15156375,11.27506014,4.771451484,1.619887731,1.403368083,0.970328789,0.601443464,2.237369687,7.377706496,16.68805132,23.79310345,47.86688051,51.98877306,8.81628953,7.947770301,4.956591472,6.836930372,4.544123287,1.408249364,1.985006974,0.91349674,0.28102228,1.929433094,3.475122904,3.505107911,4.002301175,1.737038458,0.546703392,0.521251002,0.35249817,0.17084481,0.412468185,1.227641993,4.773543461,9.083713957,9.006659461,7.788780029
53,CALF-MID-b0.25-,0.25,69.26413088,1.934717233,,,13.27313386,3.770731425,13.27318899,9.502445259,29.00911845,24.81157388,4.193982677,4.367008809,28.71848951,4.745586755,3.75848529,2.036422674,7.714124755,,,,14.19298108,,,,7.64889383,,1.528476215,5.727012879,14.38806704,5.051183089,8.480584836,9.566143277,17.96535744,20.2338997,17.90158625,23.70671869,17.27993766,16.11496306,15.95088146,31.70009036,6.20532532,9.292786614,4.760158796,8.143718458,8.824962222,,,,7.272442816,,16.48478211,14.69088686,8.779042244,11.70264766,23.53574048,20.80726885,75.32477947,32.31756215,2.389735365,2.405773857,85.10024058,2.846832398,2.147435897,1.090617482,10.28067362,0.497592295,0.088211708,0.312750601,36.30312751,0.016038492,0.024057739,0.016038492,8.155573376,0.304731355,0.809943865,3.560545309,39.88773055,3.247794707,5.180433039,6.246992783,14.95972944,5.570238137,0.475227503,0.337505666,17.72881001,0.60214079,0.521966527,0.168752833,6.760921865,0.170141552,0.103204212,0.126215962,16.32648792,0.01813047,0.01813047,0.012203201,4.605836617,0.052648095,0.176772079,0.900944876,18.03005474,1.082598236,0.738119312,1.010773683
54,AL-FixedUncertainty-LB-b0.3-,0.311714782,75.9605241,4.574918879,15.43359857,14.99679522,15.90526669,3.656274324,15.90584068,12.24941922,30.91210535,24.67344431,22.65308869,3.196823619,28.47048253,1.035119459,15.76642258,2.132556631,2.592545764,1.057431936,18.91414142,1.363661653,9.750885903,0.546577453,4.052032106,,2.893804134,,10.77780174,4.113918051,12.70102296,8.038302254,26.31212896,27.6181485,20.5195986,24.24699496,15.80864572,24.02345384,19.49148436,15.43519038,14.21687381,25.23848875,10.86032019,13.02405082,14.95774442,8.563619577,9.658863245,11.38048584,9.58740466,16.90296036,8.97530311,14.25166817,11.40268158,13.59939685,8.611404175,8.091942063,16.9851093,24.08940039,62.65437049,25.1563753,39.96792302,1.716118685,52.83079391,0.537289495,17.73237179,1.114675221,1.475541299,0.553772071,26.24699278,0.745789896,9.959903769,0.280673617,2.582197273,0.408981556,1.732157177,0.152365678,10.44907779,2.437850842,24.25020048,8.011226945,58.36407378,32.36567763,10.55332799,3.42142882,9.25246679,0.235696105,9.490254873,0.125867299,4.662482566,0.141905791,0.532408214,0.1690956,6.531501691,0.335762351,4.062619853,0.099020257,1.066211081,0.074613856,0.752763153,0.039050242,3.53648757,0.662110805,11.21369548,3.954883024,12.40333322,4.433597155
55,AL-VarUncertainty-LB-b0.3-,0.311617883,74.71163539,7.926195414,14.33560287,13.42129537,15.38604511,3.678860768,15.38626036,11.70734266,28.13907785,20.00164815,19.65087771,20.69038164,22.70638247,14.59125242,18.71638811,18.50059707,13.88001518,16.65793222,18.06917352,2.495637175,6.918124826,2.51320582,4.645808985,1.141787484,3.342654923,1.082757506,4.415660748,1.321024277,10.24765841,5.041145756,23.47762148,24.92585239,20.68890078,18.95068598,16.53132618,20.18074275,20.2277525,15.98766851,14.48752648,14.87828432,9.792629931,14.68527818,16.4361815,10.58048289,10.1996329,9.135328633,9.523753078,10.25648154,10.55596136,6.378610656,11.45561105,5.593938244,8.541184963,7.94219324,16.98191592,22.11901722,44.10585405,21.30713713,24.4266239,21.41940658,26.25501203,13.52044908,26.61858974,24.62710505,24.49879711,20.17656501,20.40096231,1.483560545,5.501202887,1.499599038,3.215717723,0.609462711,2.036888532,0.601443464,2.806736167,0.753809142,12.92702486,3.736968725,38.1074579,28.6287089,7.356089397,3.963599596,5.373940937,3.667584812,4.52390084,3.113908162,6.843793584,6.153202469,9.879711307,5.107384422,4.552142533,0.55611729,2.116732332,0.665946097,1.29388794,0.227676859,0.751368502,0.337505666,0.925002615,0.535197518,5.997350162,1.882082215,8.085840801,4.382692375
56,AL-RandVarUncertainty-LB-b0.3-,0.311678027,75.56099976,9.177662517,14.97621972,13.98733551,16.11787432,3.647044327,16.11801657,12.47093682,30.86495111,26.23000694,20.32092741,20.03060984,23.84818955,10.87633848,13.09501081,9.881699647,8.499631959,10.00416737,17.89506436,8.641674813,9.546290141,3.699609219,4.637949171,1.845626546,2.026760928,1.612592849,5.842552037,5.428884076,12.85040515,10.87937206,26.12814027,29.05050127,21.53421746,20.65599444,16.27835062,19.06462809,19.66193497,14.63559102,13.66854466,17.33803117,11.40578686,13.11014772,15.93812728,12.52338983,10.65926212,8.822139892,10.42547169,9.418597661,7.842560725,9.892600643,11.3901152,11.52136165,9.803517913,8.91655084,17.91422295,23.27490674,54.55493184,35.99839615,27.07297514,21.38732959,30.57738573,8.837209302,12.66826923,7.040898156,7.048917402,8.410914928,20.9542903,7.008821171,8.893344026,2.373696872,3.103448276,1.034482759,1.186848436,0.898155573,4.073777065,3.632718524,18.79711307,14.19406576,48.29190056,38.78909383,8.650674663,6.027683833,6.056971514,3.960112967,5.448554792,2.260381437,3.480822873,1.465081413,2.394965308,2.40080887,4.840835396,2.192392176,3.263484537,1.049823925,1.162790698,0.402008298,0.595864858,0.368536662,1.378613019,1.182664482,7.538440082,6.212126495,9.629720024,5.565705519
